server,port,short_name
WTOL-OASIS01.tgna.tegna.com,443,WTOL-OASIS01
wtol.com,443,wtol.com
wtsp-bcencode01.tgna.tegna.com,443,wtsp-bcencode01
wtsp-bcencode02.tgna.tegna.com,443,wtsp-bcencode02
wtsp-bces01.tgna.tegna.com,443,wtsp-bces01
wtsp-bcoasis01.tgna.tegna.com,443,wtsp-bcoasis01
WTSP-BCOASIS01.tgna.tegna.com,443,WTSP-BCOASIS01
wtsp-bcplay02.tgna.tegna.com,443,wtsp-bcplay02
wtsp-enps01.tgna.tegna.com,443,wtsp-enps01
wtsp-enps02.tgna.tegna.com,443,wtsp-enps02
wtsp-enpsweb.tgna.tegna.com,443,wtsp-enpsweb
wtsp-mediaproxy.tgna.tegna.com,443,wtsp-mediaproxy
wtsp-ntxcl01.tgna.tegna.com,443,wtsp-ntxcl01
wtsp.com,443,wtsp.com
wusa-bccont01.tgna.tegna.com,443,wusa-bccont01
wusa-enpsweb01.tgna.tegna.com,443,wusa-enpsweb01
wusa-media1.tgna.tegna.com,443,wusa-media1
wusa-media2.tgna.tegna.com,443,wusa-media2
wusa-mediaproxy.tgna.tegna.com,443,wusa-mediaproxy
wusa-ntxcl01.tgna.tegna.com,443,wusa-ntxcl01
wusa-oas001.tgna.tegna.com,443,wusa-oas001
wusa-oasis01,443,wusa-oasis01
wusa9.com,443,wusa9.com
wvec-bces01.tgna.tegna.com,443,wvec-bces01
wvec-bces02.tgna.tegna.com,443,wvec-bces02
wvec-bcmedia01.tgna.tegna.com,443,wvec-bcmedia01
wvec-bcmedia02.tgna.tegna.com,443,wvec-bcmedia02
wvec-bcoasis01.tgna.tegna.com,443,wvec-bcoasis01
WVEC-BCOASIS01.tgna.tegna.com,443,WVEC-BCOASIS01
wvec-mediaprxy2.tgna.tegna.com,443,wvec-mediaprxy2
wvec-ntxcl01.tgna.tegna.com,443,wvec-ntxcl01
wwl-bccon001.tgna.tegna.com,443,wwl-bccon001
wwl-bcenc001.tgna.tegna.com,443,wwl-bcenc001
wwl-bcenc002.tgna.tegna.com,443,wwl-bcenc002
wwl-bcoasis01.tgna.tegna.com,443,wwl-bcoasis01
WWL-BCOASIS01.tgna.tegna.com,443,WWL-BCOASIS01
wwl-bcpta001.tgna.tegna.com,443,wwl-bcpta001
wwl-bcpta002.tgna.tegna.com,443,wwl-bcpta002
wwl-enpsmob.tgna.tegna.com,443,wwl-enpsmob
wwl-mediaproxy.tgna.tegna.com,443,wwl-mediaproxy
wwl-ntxcl01.tgna.tegna.com,443,wwl-ntxcl01
wwltv.com,443,wwltv.com
www.bomgar.tegna.com,443,www.bomgar
www.dev.lockedonapps.com,443,www.dev.lockedonapps.com
www.dr-bomgar.tegna.com,443,www.dr-bomgar
www.github.com,443,GitHub
www.google.com,443,Google
www.lockedonapps.com,443,www.lockedonapps.com
www.prism.tgna.tegna.com,443,www.prism
www.tegna.com,443,www
www.test.lockedonapps.com,443,www.test.lockedonapps.com
wxia-bcencode1.tgna.tegna.com,443,wxia-bcencode1
wxia-bcencode2.tgna.tegna.com,443,wxia-bcencode2
wxia-bces01.tgna.tegna.com,443,wxia-bces01
wxia-bcoasis01.tgna.tegna.com,443,wxia-bcoasis01
WXIA-BCOASIS01.tgna.tegna.com,443,WXIA-BCOASIS01
WXIA-BCOASIS21.tgna.tegna.com,443,WXIA-BCOASIS21
wxia-mediaproxy.tgna.tegna.com,443,wxia-mediaproxy
wxia-ntxcl01.tgna.tegna.com,443,wxia-ntxcl01
wxia-ntxcn01.tgna.tegna.com,443,wxia-ntxcn01
wzdx-bces01.tgna.tegna.com,443,wzdx-bces01
wzdx-bcmedia01.tgna.tegna.com,443,wzdx-bcmedia01
wzdx-bcoasis01.tgna.tegna.com,443,wzdx-bcoasis01
WZDX-BCOASIS01.tgna.tegna.com,443,WZDX-BCOASIS01
wzdx-bcplay02.tgna.tegna.com,443,wzdx-bcplay02
wzdx-mediaproxy.tgna.tegna.com,443,wzdx-mediaproxy
wzdx-ntxcl01.tgna.tegna.com,443,wzdx-ntxcl01
wzzm-bccs01.tgna.tegna.com,443,wzzm-bccs01
wzzm-bcme01.tgna.tegna.com,443,wzzm-bcme01
wzzm-bcme02.tgna.tegna.com,443,wzzm-bcme02
wzzm-bcoasis01.tgna.tegna.com,443,wzzm-bcoasis01
WZZM-BCOASIS01.tgna.tegna.com,443,WZZM-BCOASIS01
wzzm-mediaproxy.tgna.tegna.com,443,wzzm-mediaproxy
wzzm-ntxcl01.tgna.tegna.com,443,wzzm-ntxcl01
wzzm-ws02.tgna.tegna.com,443,wzzm-ws02
wzzm13.com,443,wzzm13.com
